Pointer,Japanese,English,Draft version,German,Draft version (German),Notes
0x120154,"ふーそとはあついなー
しかもくろいふくきてるんだから
なおさらあついよ
ところで キミ?
どこにいくんだい?
えっ?このおくにいくの?
うーん こまったなぁー
ここからさきには ヒトを
いれちゃいけないって
こわいおじさんに
いわれているんだ
だから かえってくれない?","Phew, it's hot outside...
These dark clothes are making it worse.
So, who are you?
...What's that?
You wanna get past here?
Yeah, that's no good, see...
That scary old guy said I'm not supposed to let anybody through.
How about you just go away instead?",,,,
0x120156,"うーん こまったなぁー
じゃー しょうがない...
ボクとテレファングだ!","Yeah, that's too bad...
Then there's no choice...
Let's Telefang!",,,,
0x120158,"つ..つよいー
ネリカラさまー!!!","S... strong...
I'm sorry, Nerikara!!!",,,,
0x12015a,"なんで カギが かかってるんだーよーし.....
むリやリにでも あけてやる!","Why is this locked?
Alright, then.....
I'll just have to open it by force!",,,,
0x12015c,"いったぁーい.....
やっぱリ アイツが カギを
もってるのかなぁ....","Yowch, that hurts.....
I wonder if that guy has the key....",,,,
0x12015e,"... ...はっ!
なにも みて いないよね?
... ... ... ...
... ... ... ...","... ...Agh!! 
You didn't see that, right?
... ... ... ...
... ... ... ...",,,,
0x120160,"なんだったんだろう...?
まぁ いいか","What was that all
about...?
Well, whatever.",,,,
0x120162,"オマエら なにものだ!
ここからさきは いかせはしない
わかったなら かえれ!かえれ!","Who are you!?
I can't allow anyone past here.
If you understand, go away! Go!",,,,
0x120164,"オマエら なにものだ!
ここからさきは いかせはしない
わかったなら かえれ!かえれ!","Who are you!? 
I can't allow anyone past here.
If you understand, go away! Go!",,,,
0x120166,"オマエが『すいげんち』の
『カギ』をもってるのか?
オレたち ムサにたのまれて
ネタロを おこしにきたんだ","You have the key to the water source, right?
We were asked by Musa to wake up Netaro.",,,,
0x120168,"なに? ムサに たのまれて
ネタロをおこしにきた?
...オマエら ネタロに
ひどいことするきだな...
みんなそうだ...
むらのミズを ひとリじめ
したいんだ...
ネタロが ジャマなんだ...
そんなこと このネジロさまが
ゆるさないぞ!!
ニンゲン! オレがオマエたちを
たおしてやる!!
いくぞ! テレファングだ!!","What? Musa asked you to wake him up?
...You guys, you're planning something on him, aren't you...
Like everyone else... Taking water for yourself...
Calling Netaro a nuisance...
Those are things that I, Nejiro, can't forgive!!
Human! I'll beat you right here!!
Let's go! Telefang!!",,,,
0x12016a,"...イテテ
なんてつよいんだ...
これじゃ ネタロをまもれない
じゃないか......
ネタロは オマエたち
『カクザとう』に ボロボロに
なるまで つかわれちゃうんだー","....Oww, you're strong...
I can't even protect Netaro like this, huh.....
Now he'll be beaten up by you ""Kakuza Party"" people...!",,,,
0x12016c,"だから オレたちは
ムサにたのまれて ネタロを
おこしに きたんだって!
『カクザとう』なんて わけの
わかんないヤツらは かんけい
ないよ!","I told you, we were sent by Musa to wake him up!
That ""Kakuza Party"" or whatever has nothing to do with us!",,,,
0x12016e,"しらじらしい... ...
オマエも『カクザとう』とか
いうれんちゅうのナカマだろ!
ネタロをじぶんたちの
『ひょうあつめ』とかに
リようするつもリなんだ!!
『おいしいカレーには
 おいしいミズがひつようです』
とかいってネタロを
だましやがって!!","No, I get it... ...
You guys are working together, aren't you!
You plan on using Netaro for your ""election"" thing!!
You're trying to trick him with your ""we need quality water for delicious curry"" talk!!",,,,
0x120170,"そんなことしらない?...
ほんとうに ムサさまから
たのまれてネタロのようすを
みにきたの?
...ほんとに?
..........","You didn't know about that?...
You were really sent by Musa to check on Netaro?
...Really?
...............",,,,
0x120172,"うわー!ごめんよ!ほんとうに
ごめんよ!
オレ ヒドイことしちゃった!
ネタロのことがシンパイで
ちょっとカンチガイしてたんだ!","Ahhhh! I'm sorry! I'm really sorry!
I've done something horrible!
I really just misunderstood because I was worried about Netaro!",,,,
0x120174,"ネタロは『カクザとう』の
れんちゅうにつれだされない
ように イチバンおくの
ヘヤで ねてもらってるんだ..ヘヤにはいるには ボックスに
かくしているカギがひつよう
なんだけど...
オマエならもっていってもいいよ
ヘヤにはいって ネタロを
おこしてやって!
オレからも おねがいするよ","I let Netaro sleep in the innermost room so that the Kakuza Party couldn't reach him.
I hid the key to the room in a box...
But I think it's okay for you to have it.
Go in there and wake him up!
As a favor for me, too!",,,,
0x120176,"あと...
オレみたいなヤツじゃイヤかも
しれないけど デンワしてくれよなオマエとはこれからも
トモダチでいたいんだ","Also... 
You might not like me very much, but feel free to call me sometime.
It'd be nice if we could be friends now.",,,,
0x120178,もちろんオッケーだぜ!,"Yeah, of course!",,,,
0x12017a,"ほんとかい!あリがとう!
じゃぁこれからもよろしくな!","Really!? Thank you!
See you later, then!",,,,
0x12017c,"ネジロの デンワバンゴウを
てにいれた",Got Nejiro's phone number!,,,,
0x12017e,"『トロンコむら すいげんち』
『たちいリ キンシ』","""Toronko water source""
""No entry""",,,,
0x120180,"『デンジュウカイ さいきょうの
Tファンガーもとむ! 』","""Calling the world's strongest T-Fangers!""",,,,
0x120182,"おい ネタロ!
おきろよ!","Hey, Netaro! Wake up!",,,,
0x120184,"...ZZZ
...ZZZ
...なんだよ うるさいな
ZZZ...ZZZ...","...Zzz...
...Zzz...
...What? Be quiet...
Zzz...Zzz...",,,,
0x120186,"おきろって!!!!!!
ネタロ!!!!
むらに ミズが たリないんだよ!ムサも おきろっていってるぞ!","I said WAKE UP!!!
NETARO!!!
The village doesn't have enough water!
Musa said to wake you up!!",,,,
0x120188,"...あーごめん
またウトウトしちゃった
わかったよ...おきるよ...
おきるけど あのうるさい
ニンゲンはどうしたの?
あの『カクザとう』とかいう
れんちゅうは?","...Ahh, sorry, I must have dozed off again.
Alright... I'm awake...
But what happened to those noisy humans?
Those ""Kakuza Party"" guys?",,,,
0x12018a,"イヤイヤイヤイヤイヤ
これはどうもネタロくん!
おはようございます!
きもちのいいあさですよ!
イヤー ネタロくんのヘヤに
はいることができなくて
ほんとーにこまっていたんですよ
ネタロくんに がんばって
もらわないと このトロンコむらにカレーショップをひらくという
ワタシの『やくそく』が
じつげんできませんからね!
さーさーさーさーネタロくん!
ワタシたちといっしょに
『すばらしい しゃかい』を
つくろうじゃないか!","Well, well, well, it's a pleasure to meet you, Netaro!
Good morning! It's a lovely day!
Ahh, I was really having trouble getting into your room here, Netaro.
Without your help, you know I won't be able to keep my promise of opening a curry shop, hmm?
So come now, Netaro!
Come, and we shall build a glorious business together!",,,,
0x12018c,"あっ? チミ?そこのチミ?
チミがネタロくんをおこして
くれたのかい?
おてがらだったぞ チミ
これで やくそくどおリ
おいしい カレーショップを
つくることができますよ","Hm? Kid? You, there?
Were you the one who woke Netaro up?
You've done a good deed, boy.
Now I'll be able to build a wonderful curry shop, as I promised!",,,,
0x12018e,"そうすれば このちいきの
デンジュウたちは ワタシに
『きよきいっぴょう』をいれて
くれるでしょう!
まずトロンコむらのそんちょうに
つぎに ぎいんに...
そして!デンジュウカイ はつの
『そうリだいじん』まちがいなし
ゆくすえあんたい!
ろうごもバッチリ!
あかるいミライをつくリます!
カクザとう!カクザとうで
ございます!","And with that, all of the Denjuu in this area will vote for me!
First as chief of Toronko village, then as minister...
And then! As the first ""Prime Minister"" of the Denjuu World!
My future is secure!
Retirement will be a piece of cake!
We will create a brighter future!
Kakuza Party! We are the Kakuza Party!",,,,
0x120190,"やめろよ!
ネタロが イヤがってる
じゃないか!!","Stop it!
Netaro doesn't want that!!",,,,
0x120192,"なんですか チミは!
ここは コドモのでるまくでは
ないのです
ひっこんでいなさい!","What's your problem, kid!?
This is a grown-up matter, go play somewhere else!",,,,
0x120194,"オレには『<&0xc92c>』
ってナマエが あるんだよ!","That's ""<&0xc92c>""!
I have a name, you know!",,,,
0x120196,"チミの ナマエなんて
きいてないです!
はぁーチミはワタシのしごとを
ジャマするのですね?
わかリました いいでしょう
チミはめざわリです
ここでしばらく はんせいして
もらいましょう
タバスコさん!!
デバンですよ!","Who cares what your name is!
Hah... So you're going to get in the way of my work, are you?
I see, no matter.
You're an eyesore.
This should make you change your mind.
Tabasco!!
It's your turn!",,,,
0x120198,"あーら ワタシの あいてって
こんな ガキんちょなの?
やってられないわねー...
まぁ いいわ ピ.ポ.パっと
もしもしー デンちゃん?
ワタシだけどー
ちょっときてくれるー?
うんうん まってるから...
さぁ! テレファングよ!","What, this little brat is my opponent?
How ridiculous...
Oh well, just a moment, then...
Hello, Denny?
Yeah, it's me...
Could you drop by for a bit?
Yeah, thanks. I'll be waiting...
Alright! Let's Telefang!",,,,
0x12019a,"あらっ!やられちゃったわ
そういうときは にげるがかちよ","Ah!! I was beaten!
At times like this... It's best to run away!",,,,
0x12019c,"あっ!?
タバスコさんが まけた!
なんてことだー
ワタシは Dショットの
つかいかたは しらないし...
いいでしょう!きょうのところは
みのがしてあげます!
しかし こんどあったときは
こうはいきませんよ!
では あかるいミライをー!!","What!? 
Tabasco lost? 
This is unbelievable! 
And I don't know how to use a D-Shot...
Fine! I'll overlook what happened today!
But take heed, next time I won't be so easy on you!
Well then, for the bright future...!!",,,,
0x12019e,"いやーえらいめにあった
ニンゲンのボウズ
たすけてくれてあリがとうな
これからは まじめにミズを
はこぶことにするよ
だけど たまにはイネムリしても
いいかな?","Well, that was very impressive, human boy.
Thanks for saving me.
I'll go back to carrying water...
But the occasional nap couldn't hurt, right?",,,,
0x1201a0,"なにいってるんだよ!
みんなが めいわくするだろ!","What?! Hey, don't you know how much trouble you caused everyone?",,,,
0x1201a2,"ジョーダンだよ ジョーダン
ニンゲンのボウズ
オマエのことが きにいった
これがオレのデンワバンゴウだ
いつでもデンワしてきな
じかんがかかるかも しれないが
かならずたすけにいくぜ!
じゃぁオレはしごとにもどることにするよ!","Haha, I'm just kidding.
Human boy, you seem pretty interesting.
Here's my phone number.
If you call me, it may take a while, but I'll definitely come help you out!
Well then, I have some work to get back to!",,,,
0x1201a4,"ネタロの デンワバンゴウを
てにいれた",Got Netaro's phone number!,,,,
0x1201a6,"おっしゃ!
マツキヨのところに もどるか!",Alright! Let's head back to where Matsukiyo is!,,,,
0x1201a8,"もしもし?マツキヨですけど?
そっちのようすはいかかですか?","Hello? It's me, Matsukiyo. How are things going?",,,,
0x1201aa,"おう マツキヨ!
ネタロは おこしてきたぜ!","Oh, Matsukiyo! We woke Netaro up!",,,,
