Pointer,Japanese,English,Draft version,Formatted?,Notes
0x13015e,"オレさ さいきんゆめをみるんだ
オマエは ゆめをみたか?
 みた みない<*A>","Y'know, I've been having these dreams lately... Have you had any?
<Q>Yes<|>No</Q><*A>",,0,
0x130160,"どんなゆめみたのか
おしえてくれないかなー?
 いいよ どうして?<*A>","Could you tell me what kind of dreams they were?
<Q>Sure<|>Why?</Q><*A>",,0,
0x130162,"オレ まいにちみるんだよ!
それもこわいゆめなんだ!
 どんな? ききたくない<*A>","I've been having them every night! And they're nightmares, too!
<Q>What kind?<|>I don't wanna know</Q><*A>",,0,
0x130164,"ヘー ホームランを
うったゆめか!いいなー<*2>","Ohhh, dreams about hitting home runs? Nice!<*2>",,0,
0x130166,"なんかさー ほかのひとの
ゆめってきょうみあるんだよね!<*2>",Well... I'm interested to know what others dream about!<*2>,,0,
0x130168,"ききたいの?それがさ!
うずにまきこまれるゆめなんだ!<*2>",Wanna know? Well... I keep dreaming about getting sucked into a whirlpool!<*2>,,0,
0x13016a,"こわいのか?よるトイレに
いけなくなっちゃうからな...<*2>","Too scary for you? Well, they HAVE made it difficult for me to go to the bathroom alone at night, so...<*2>",,0,
#######,#027,,,,
0x13016c,"デンジュウカイは
おまえにとってたのしいか?
 たのしい いまいち<*A>","Are you having fun here in the Denjuu World?
<Q>Yeah!<|>Could be better</Q><*A>",,0,
0x13016e,"どんなところがたのしい?
 ともだちがいる なんとなく<*A>","What do you like about it?
<Q>My friends<|>Not sure</Q><*A>",,0,
0x130170,"どんなところがたのしくない?
 かぞくがいない ぜんぶ<*A>","Really? What don't you like about it?
<Q>I miss my family<|>Everything</Q><*A>",,0,
0x130172,"なんていったって
トモダチはたいせつだよな!<*2>","No matter what people say, friends sure are important!<*2>",,0,
0x130174,"なんとなくか...
でも たのしいならいいか!<*2>","You're not sure what, huh... Well, as long as you like it!<*2>",,0,
0x130176,"オマエがそんなさみしがリや
だとはしらなかったよ<*2>",I didn't know you were one to get lonely so easily.<*2>,,0,
0x130178,"そんなはずないだろ!
いいところはいっぱいあるよ!<*2>",No way! There are lots of good things about this world!<*2>,,0,
#######,#028,,,,
0x13017a,"オマエ すきなこいるのか?
 いる おしえない<*A>","Is there a girl you like?
<Q>Yes<|>Not telling</Q><*A>",,0,
0x13017c,"どんなこなんだ?
オレにおしえてくれよ!
 いいよ ダーメ<*A>","What's she like? C'mon, tell me!
<Q>Sure<|>No way</Q><*A>",,0,
0x13017e,"ケチくさいこといわないで
おしえてくれよ!
 どうしようかな ヒミツ<*A>","Don't be so tight-lipped! C'mon, tell me!
<Q>Should I really...?<|>It's a secret</Q><*A>",,0,
0x130180,"ほんとか?!まさか!
うそをおしえるつもリじゃ...<*2>","Wow! Really?! No way! You're not yanking my chain, are you...?<*2>",,0,
0x130182,"やっぱリそういうとおもった
こんどぜったいききだしてやる!<*2>",I knew it... I'll get it out of you next time!<*2>,,0,
0x130184,"もしかして オマエてれてるの?
ワー てれてる!てれてる!<*2>","Wait... Are you embarrassed? Ohhh, you're embarrassed!<*2>",,0,
0x130186,"ちぇ つまんないの!
おしえてくれたっていいじゃん!<*2>","Boo, you're no fun! It would've been better to just tell me...<*2>",,0,
#######,#029,,,,
0x130188,"『ちゅうしゃ』ってなに?
いたいってほんとうなの?
 いたいよ そんなことない<*A>","What's a ""vaccine""? Is it true that it hurts?
<Q>It hurts<|>It doesn't</Q><*A>",,0,
0x13018a,"ないちゃったことある?
 あるよ ないよ<*A>","Has getting one ever made you cry?
<Q>Yeah<|>Nope</Q><*A>",,0,
0x13018c,"そうなんだ!オレのトモダチは
きらいだっていってたぞ!
 そうかな オレもきらい<*A>","I see! My friend told me they hate getting vaccinated!
<Q>Really?<|>Me too</Q><*A>",,0,
0x13018e,そうなんだ!そんなにいたいんだ!よかったこっちにはなくて!<*2>,It hurts that much? I'm glad we don't have that stuff over here!<*2>,,0,
0x130190,"おとこのこだもんね!
ないちゃったリはしないよね<*2>","You're a real tough guy, after all! You wouldn't cry!<*2>",,0,
0x130192,"すごいね <&name>は!
みなおしちゃったよ!<*2>","Wow, <&name>, you're pretty amazing! I'm seeing you in a whole new light!<*2>",,0,
0x130194,"やっぱリ いたいのは
みんな きらいだよね!<*2>","Makes sense... No one likes things that hurt, after all!<*2>",,0,
#######,#030,,,,
0x130196,"『なつやすみ』ってなーに?
なにをするものなの?おしえて!
 たベる あそぶ<*A>","What's a ""summer break""? What's it for?
<Q>Eating<|>Taking it easy</Q><*A>",,0,
0x130198,"たベものなの?
 そうだよ うそです<*A>","So it's food?
<Q>Yep<|>Just kidding</Q><*A>",,0,
0x13019a,"なにしてあそぶの?
 うみにいく やまにいく<*A>","Taking it easy? Like how?
<Q>Going to the beach<|>Going to the mountains</Q><*A>",,0,
0x13019c,"そうなんだ!きっとおいしいもの
なんだろうね!ってほんとに?<*2>","I see! I bet it's tasty... You're not lying, are you?<*2>",,0,
0x13019e,"なんだ うそか!
しんじちゃうとこだった!<*2>","Oh, you're joking! You had me totally fooled!<*2>",,0,
0x1301a0,"うみにいくと うみのデンジュウ
みたいのがいるのか?<*2>",Huh! Think you can find ocean Denjuu there or something?<*2>,,0,
0x1301a2,"やまにいって かくれんぼでも
するの?ちがうの?<*2>",So you go to the mountains and... play hide and seek? No?<*2>,,0,
#######,#031,,,,
0x1301a4,"『オバケ』ってこわいんでしょ?
<&name>はこわい?
 こわい こわくない<*A>","Ghosts are scary, right? Are you scared of them, <&name>?
<Q>Yeah<|>Nope</Q><*A>",,0,
0x1301a6,"どんなところにいるの?
 おはか きのなか<*A>","Where can you find them?
<Q>At graves<|>Inside trees</Q><*A>",,0,
0x1301a8,"であったときはどうするの?
 にげる ダンスする<*A>","What would you do if you met one?
<Q>Run!<|>Dance!</Q><*A>",,0,
0x1301aa,"なんかこわくなってきた
ひとリでかえれなくなっちゃう!<*2>",I'm feeling a bit creeped out... I don't think I can go home by myself now!<*2>,,0,
0x1301ac,ああ きのみつをチュウチュウ..って!それムシじゃん!<*2>,"Oh, so they suck up the sap... Wait, no, now you're talking about insects!<*2>",,0,
0x1301ae,"それがいちばんってことか
でもにげきれなかったら...<*2>","So that's what you'd do? If you can't get away, though... Brrrr!<*2>",,0,
0x1301b0,さあ いっしょにおどリましょう!って!あし ないんでしょ?<*2>,You can do a nice little dance together! Wait... Ghosts don't have legs!<*2>,,0,
#######,#032,,,,
0x1301b2,"『おこづかい』っていうのが
ニンゲンにはあるんでしょう?
 あるよ オレはない<*A>","Humans get something called ""allowance"", right?
<Q>Yeah<|>I don't</Q><*A>",,0,
0x1301b4,"<&name>は
なんにつかうの?
 ためる マンガ<*A>","What do you use yours for, <&name>?
<Q>I save it<|>Comics</Q><*A>",,0,
0x1301b6,"ごめん なんかきいちゃマズイ
ことだったのかな?
 まあね そうでもない<*A>","I'm sorry, maybe I shouldn't have asked...
<Q>Kind of<|>It's fine</Q><*A>",,0,
0x1301b8,"いがいだなー まさかためてる
とはおもわなかったよ...<*2>",That's unexpected! I didn't think you'd be one to save your money...<*2>,,0,
0x1301ba,"マンガもいいし オカシっていう
つかいみちもあるよね!<*2>",Manga's a good way to spend it! Buying snacks sounds like a good way to use it too! <*2>,,0,
0x1301bc,"ごめんね おねがいだから
きらいにならないでね!<*2>","Oh, sorry! I hope you're not mad at me...<*2>",,0,
0x1301be,"<&name>はあんまリ
おかねにこだわらないんだね!<*2>","You're not too worried about money, are you, <&name>?<*2>",,0,
#######,#033,,,,
0x1301c0,"もしかして!オマエってすごく
あたまいいのか?
 なんで? どうかな<*A>","Would you say you're smart?
<Q>Why?<|>Hmm...</Q><*A>",,0,
0x1301c2,"オマエっていがいに
いろいろ しってそうだから!
 まあね そんなことないよ<*A>","You seem to know a lot about so many things!
<Q>I guess<|>That's not true</Q><*A>",,0,
0x1301c4,"どうなんだ!あたまがいいのか
わるいのか!どっちだ!!
 いいかな? わかんないよ<*A>","Which is it? Are you smart? Or are you dumb?!
<Q>Smart, maybe?<|>I dunno!</Q><*A>",,0,
0x1301c6,"やっぱリな!オレって
ひとをみるめがあるんだな!<*2>",I knew it! I have an eye for this sort of thing!<*2>,,0,
0x1301c8,"どうしたんだよ!めずらしく
けんそんしちゃったリして!<*2>",What's up with you? You're being more modest than usual!<*2>,,0,
0x1301ca,"はっきリしないな!オレは
はっきリしないのはきらいだ!<*2>","That's a bit vague, isn't it?! I really don't like it when people are vague!<*2>",,0,
0x1301cc,"じぶんのことだろ!
オレか?オレはあたまいいぞ!<*2>",How can you not know? It's about you! Hm? Me? I'm smart for sure!<*2>,,0,
#######,#034,,,,
0x1301ce,"だれにもいってない
かくしごとってあるのか?
 ある ない<*A>","Do you have a secret you can't tell anyone?
<Q>I do<|>I don't</Q><*A>",,0,
0x1301d0,"それってなーに?
もちろんおしえてくれるよな!
 ダメ いいけど...<*A>","What is it? Obviously you'll tell me, right?
<Q>No way<|>Alright...</Q><*A>",,0,
0x1301d2,"ほんとうに?
ぜったいないっていえる?
 いえる ぜったいとは...<*A>","Really? Are you 100% sure you can say you have no secrets at all?
<Q>I am!<|>Maybe not 100%...</Q><*A>",,0,
0x1301d4,"そんなにじゅうだいな
ヒミツなのか?しリたーい!<*2>","It's that important to you? Man, now I REALLY wanna know!<*2>",,0,
0x1301d6,"ふむふむ..え!そうなの?
しらなかったなー!!<*2>","Uh huh... Mhm... Wow, really? I had no clue!!<*2>",,0,
0x1301d8,"そっか うたがって
わるかったな ゆるしてくれよ<*2>","Huh! Sorry for doubting you. Let me off easy this time, hm?<*2>",,0,
0x1301da,"そうだろやっぱリなー
かくしごとはできないよな!<*2>",So you do have a secret after all. I knew it! You can't hide it from me!<*2>,,0,
#######,#035,,,,
0x1301dc,"どうしてもこれだけは
ゆるせないってものある?
 ある ない<*A>","Is there anything you would never forgive someone for?
<Q>Yes<|>No</Q><*A>",,0,
0x1301de,"それってなに?
どんなことかおしえてくれない?
 うそをつく じつはない<*A>","There is? Will you tell me what it is?
<Q>Lying<|>Actually, there's nothing</Q><*A>",,0,
0x1301e0,"ひとつもないのか?
オマエこころがひろいな!
 そうじゃないよ やっぱリ?<*A>","Really? There's nothing at all? You're very kind-hearted!
<Q>That's not true<|>You finally noticed?</Q><*A>",,0,
0x1301e2,"うそをつくことか...
それはたしかによくないな!<*2>","Lying, huh... I agree, that's pretty bad!<*2>",,0,
0x1301e4,"なんだよ!きたいさせておいて!
がっかリしたよ!<*2>","What, really? You got my hopes up for nothing!<*2>",,0,
0x1301e6,"けんそんするなって!
すなおによろこベばいいじゃん!<*2>",You don't have to be so humble! Just be happy about it!<*2>,,0,
0x1301e8,"そうやってすぐちょうしに
のるんだよな!オマエって!<*2>","Whoa, you got all cocky immediately, huh!<*2>",,0,
#######,#036,,,,
0x1301ea,"からだと あたま どっちを
つかうほうがとくい?
 あたま からだ<*A>","Are you better at using your brain or your brawn?
<Q>Brain<|>Brawn</Q><*A>",,0,
0x1301ec,"うっそー!そうなんだ!
たとえば?
 ベんきょう なぞなぞ<*A>","Really? No way! Like how?
<Q>Studying<|>I'm good at riddles</Q><*A>",,0,
0x1301ee,"そうだろうなー!
で!なにがとくいなんだ?
 やきゅう フェンシング<*A>","I knew it! So what's your specialty?
<Q>Baseball<|>Fencing</Q><*A>",,0,
0x1301f0,"そうだったのか!オレは
オマエのことかんちがいしてた!<*2>","Wow, studying? I had you all wrong!<*2>",,0,
0x1301f2,"なぞなぞなら オレだって
とくいなんだぞ!おどろいた?<*2>","I'm quite good at riddles myself! Surprised, are you?<*2>",,0,
0x1301f4,いつもヘルメットかぶってるよな!オレもやってみたいな!<*2>,"That's right, you're always wearing your helmet! I'd like to try and play baseball sometime too!<*2>",,0,
0x1301f6,"うそだ!ぜったいうそだろ!
だまされないぞオレは!<*2>","No way. I don't believe it! If you thought you could fool me, guess again!<*2>",,0,
#######,#037,,,,
0x1301f8,"オレってはずかしがリやなのが
なやみ なんだよね
 きにすんなよ うそつけ<*A>","I'm worried that I'm too shy...
<Q>Don't worry<|>Yeah right</Q><*A>",,0,
0x1301fa,"やっぱリきにしすぎかな?
 そうだよ なおすには..<*A>","I guess I'm worrying too much, huh?
<Q>Yeah<|>To fix it...</Q><*A>",,0,
0x1301fc,"うそじゃないよ!オマエには
こんななやみはわからないよな!
 わるかった わかんない<*A>","I'm serious! You don't understand my concern at all, do you...
<Q>I'm sorry!<|>I don't</Q><*A>",,0,
0x1301fe,"あリがとう!なんか
じしんがでてきたよ!<*2>",Thank you! I feel a bit more confident now!<*2>,,0,
#######,Phone Questions 2  -  #037-074,,,,
#######,#037 (partial),,,,
0x134000,"おもいきって はなすことか!
そうだよな!サンキュー!!<*2>",I should speak my mind? You're right! Thanks!<*2>,,0,Questions 037 (partial) to 074 (partial).
0x134002,"おこったリして ごめんね
またそうだんにのってくれよ<*2>","Sorry for getting mad... Help me out again later, okay?<*2>",,0,
0x134004,"オマエにそうだんしたのが
まちがいだったよ!!<*2>",Asking you for advice was a mistake!!<*2>,,0,
#######,#038,,,,
0x134006,"まえからおもってたんだけど...オマエってせっかちだよな!
 そうかな オマエこそ<*A>","I've thought this a while, but... you're pretty impatient, aren't you?
<Q>You think so?<|>So are you</Q><*A>",,0,
